100
0.5490540407492335 0.5682664207048591 0.5660811544962516 0.17161405211480196 0.16405410685310118 0.8019390200653878 0.4847232779444076 0.2814526290079322 0.9712088136852322 0.3831579346988828 0.6911420689600034 0.9587799026226723 0.33583295601487073 0.3495859417803746 0.07025002284851678 0.5563292196169373 0.5451926912742686 0.9121452908285712 0.3954398062476805 0.9892208070161842 0.6249540741252588 0.40766361863624223 0.9460922135735819 0.13257478426330027 0.7535407657466253 0.4756580724651289 0.9353206573524168 0.564191665412886 0.46604906463046136 0.5392888457693656 0.6147952742794353 0.8627456696270163 0.6900829102005661 0.601911963442908 0.9076441474862589 0.42654602007457953 0.533874265058566 0.5076163955037644 0.9864900059993793 0.42066348298592826 0.8873922993071013 0.2165659004064363 0.7872025610773576 0.5971539416841913 0.24726013470873298 0.676718506217523 0.3974116702338487 0.7378778176325785 0.9178707477033469 0.0438937321998486 0.720567251109468 0.16389581841482836 0.3552486060683475 0.8716533903871325 0.9877578134921796 0.9738765134347531 0.4940180154196192 0.6367178355632869 0.7707377845903253 0.07338965576684908 0.907598350260301 0.7001128300914337 0.9984007830475217 0.8311104652055125 0.41625291244594254 0.9181384411597366 0.46530750222453676 0.4206411778524197 0.08662997737131595 0.5310433713646877 0.48456670297972315 0.554772300138865 0.9091371433569636 0.5654500625554199 0.8968042299854231 0.6017585894386315 0.2959737209400546 0.3813477689488508 0.16490010184911852 0.5879440751861441 0.6068867409347408 0.47560781379220085 0.11189637217222048 0.6199054477763734 0.513410277271923 0.33423521536948364 0.8239753889036375 0.7236168512242473 0.6865634632055665 0.35303402975222486 0.9772996172358168 0.6576582686831057 0.047281901318762976 0.12902835969906024 0.39352076344377473 0.9942983988368376 0.16043084146453135 0.42577261276006817 0.23739376255775946 0.027136435718845275
37 36 9 40 11 42 7 17 8 22 46 34 34 43 41 10 42 16 16 13 22 18 46 46 14 21 9 6 26 8 6 8 13 22 10 32 39 6 50 39 5 20 40 29 11 34 45 23 18 16 34 31 36 39 9 20 12 7 47 32 41 36 36 41 47 31 16 6 43 38 33 5 13 42 11 40 20 10 18 14 43 6 7 32 8 23 30 28 14 43 42 24 9 8 49 10 31 20 22 42
0 4 9 9 3 4 3 1 9 3 2 5 5 6 6 1 6 5 9 1 6 8 2 5 2 2 4 6 3 6 9 7 8 8 2 8 9 7 9 8 4 9 4 7 4 8 4 6 6 3 6 6 4 4 3 8 8 2 3 8 9 3 9 6 6 4 1 1 8 1 3 7 7 2 5 2 9 9 6 1 7 2 2 9 6 1 2 4 3 8 1 1 5 8 9 1 7 3 7 1
4 0 4 5 7 4 3 3 8 5 9 8 3 6 3 5 6 9 2 6 9 3 1 7 2 8 7 7 9 3 9 7 8 3 1 1 6 1 9 7 8 1 8 3 6 2 1 9 9 5 6 5 5 7 7 6 6 8 1 5 8 8 7 8 5 4 4 2 8 1 8 4 3 5 7 9 4 9 8 4 2 6 8 3 6 3 1 1 5 4 2 7 2 5 2 2 3 3 8 3
9 4 0 1 8 1 6 2 4 8 2 9 7 2 3 5 3 4 4 1 2 7 6 5 8 5 5 5 4 7 1 6 7 4 8 9 6 2 5 5 6 6 8 5 2 8 3 4 5 3 2 8 5 3 7 7 7 4 5 6 6 3 9 3 7 1 3 8 9 3 9 7 5 3 5 1 8 4 5 9 5 7 6 1 1 2 9 1 5 3 8 3 2 2 3 3 3 8 2 8
9 5 1 0 9 8 7 6 5 4 1 7 8 7 2 6 6 9 4 7 2 1 8 8 1 5 8 1 8 6 3 9 2 4 9 8 1 6 4 9 3 9 3 8 5 3 5 3 9 4 1 6 6 5 6 3 2 3 1 4 2 9 9 2 1 2 8 1 1 2 2 1 1 4 8 6 2 9 3 6 1 1 2 5 5 9 4 9 3 1 1 5 1 1 2 2 7 6 6 8
3 7 8 9 0 5 7 2 1 5 3 5 1 9 8 9 7 3 3 1 2 3 7 1 2 9 4 3 4 3 6 3 8 2 3 6 9 3 5 5 7 3 2 7 2 5 3 7 2 6 5 4 7 8 7 9 4 8 7 6 7 1 5 8 5 2 6 5 3 3 4 4 2 5 7 8 3 4 7 8 1 2 7 1 3 7 4 6 5 1 1 6 2 9 7 5 3 6 5 9
4 4 1 8 5 0 5 3 8 1 8 5 9 5 2 8 9 4 9 9 7 5 2 9 9 9 4 4 9 8 1 4 3 8 8 5 6 7 4 5 1 4 1 6 5 7 8 7 3 2 8 6 1 8 2 9 5 8 9 9 9 7 4 3 3 8 6 8 4 3 1 3 9 8 9 1 5 2 6 2 3 6 7 9 4 1 2 5 6 7 9 9 7 1 5 1 4 1 8 6
3 3 6 7 7 5 0 6 5 3 5 5 7 7 3 3 4 2 8 5 6 7 7 6 5 3 9 5 9 3 4 2 5 3 7 1 9 8 7 7 6 5 2 2 7 4 4 5 3 7 2 2 2 1 9 9 6 1 2 5 5 6 1 4 4 5 2 7 9 3 7 6 3 6 3 4 3 5 5 9 9 3 4 3 6 8 5 7 7 1 1 2 8 5 1 9 3 4 8 6
1 3 2 6 2 3 6 0 6 9 8 3 2 6 7 7 7 5 8 9 5 7 3 5 3 5 8 7 7 8 2 8 1 1 8 6 5 6 5 7 4 5 4 2 3 1 3 6 3 2 3 3 4 6 6 8 1 6 7 2 5 9 4 6 9 3 1 3 1 4 7 8 6 3 2 2 2 2 9 5 8 9 9 9 3 8 4 3 7 3 1 7 8 6 4 4 9 1 4 1
9 8 4 5 1 8 5 6 0 7 2 4 5 5 9 4 9 9 2 7 5 6 1 8 6 1 5 5 3 5 4 3 8 5 9 4 7 8 7 4 5 5 8 4 1 4 4 5 8 1 2 5 9 6 6 2 4 3 6 5 7 6 8 5 3 4 8 2 1 2 6 6 5 5 7 6 9 2 7 3 2 6 4 8 1 1 9 8 8 4 2 1 4 9 1 4 1 4 4 7
3 5 8 4 5 1 3 9 7 0 4 7 5 3 1 6 2 1 6 3 3 1 4 7 3 8 2 8 6 9 8 2 7 8 2 2 4 6 3 7 8 8 9 7 2 6 1 1 5 9 6 5 1 2 7 1 2 5 9 1 6 9 8 7 7 2 6 3 9 2 7 5 6 7 9 6 1 4 5 1 2 5 8 4 8 6 2 7 4 3 2 1 9 9 3 7 7 5 7 4
2 9 2 1 3 8 5 8 2 4 0 6 3 3 6 5 4 4 9 2 9 8 9 9 6 3 1 8 9 8 8 3 4 5 2 8 5 3 2 2 4 2 2 6 8 1 4 7 3 2 8 6 4 6 8 7 5 8 9 5 7 6 9 3 4 2 4 8 2 4 6 6 5 7 8 6 6 1 2 8 9 5 3 9 9 6 7 3 4 3 2 1 3 1 9 1 3 9 7 8
5 8 9 7 5 5 5 3 4 7 6 0 2 6 5 7 7 4 9 1 2 7 9 8 7 3 9 5 8 2 5 7 3 9 6 7 1 6 3 5 5 1 7 7 8 9 5 4 3 8 5 6 4 4 5 1 5 3 7 9 1 5 3 3 8 8 3 8 2 2 2 4 8 8 4 4 9 2 3 2 6 8 7 4 9 1 7 4 5 5 8 6 4 4 3 9 1 5 1 6
5 3 7 8 1 9 7 2 5 5 3 2 0 7 5 3 2 8 8 1 2 7 1 2 7 2 8 1 7 8 7 6 2 9 2 7 7 2 7 1 2 2 2 6 4 3 8 2 8 1 1 9 1 7 8 7 6 1 2 4 9 3 7 4 5 9 4 3 2 4 3 8 5 4 4 2 9 5 7 4 9 4 1 5 9 2 6 1 4 6 9 5 9 4 6 6 5 7 8 7
