100
0.08175859061180202 0.5550219208603598 0.6129547895622899 0.5780307008484445 0.3203869862366687 0.1283721943595687 0.26457999311868174 0.7870336256585057 0.8284747149912948 0.6149233891708299 0.5072889656958953 0.06468431837157307 0.07442698018139593 0.5185579417617164 0.715414542848864 0.14202841345692985 0.5648098073222283 0.8850276869952027 0.6914790314908761 0.18366021122006893 0.7885998426119593 0.956883437430595 0.8164394733420863 0.3036335004102573 0.9425131556178429 0.14301591235463562 0.7850515469294914 0.5605937222687387 0.8588842075835317 0.09669212340687428 0.2673791662105204 0.5446884891175777 0.35345839103532295 0.2847291235656664 0.060810191608547504 0.679934639323608 0.34412386843249376 0.7955570097517596 0.6178851235270384 0.8819208966539721 0.8257414826164261 0.5379266556746024 0.11246074008002527 0.7364726263756503 0.7595221861018324 0.14695207790828657 0.33021096111180936 0.14818453003180565 0.09494433351602682 0.4880152773917703 0.2599134054762505 0.3287262867348887 0.7027872881243423 0.7405764971906121 0.05003499980293924 0.4067569656892057 0.9832808252657652 0.7736631914788948 0.3378403453301162 0.9569558309884093 0.18317839557117999 0.1172333147351845 0.3729012857180096 0.6071675623401962 0.17635544830824212 0.27993605143430356 0.8456480412368158 0.5533680966565105 0.6484036967587533 0.6994492485447186 0.816609653173648 0.3588023828110559 0.35300998817447304 0.5345412086558927 0.8314233902638181 0.5985924958678369 0.10201984562261068 0.7396389232489015 0.8708026398976092 0.9741840922122785 0.6239036635555918 0.6916384341025152 0.5841141520372288 0.1291551885934874 0.6833688489000228 0.308409649944818 0.9683074535013237 0.5537707673640523 0.9685678532004556 0.8028604591954044 0.7144060890063266 0.9606829213738136 0.14811306252666012 0.2318803421861697 0.1186345805686756 0.3967515585108504 0.9118437636571686 0.6306193086721131 0.9955087050579002 0.38062664459804596
10 26 49 14 11 44 9 41 14 50 27 8 47 22 27 40 42 30 9 34 29 18 37 32 36 22 32 42 26 35 29 28 17 23 8 10 18 43 16 49 27 48 13 14 14 12 41 14 31 39 43 29 28 41 21 15 42 48 5 21 34 33 23 30 25 41 31 24 50 15 5 11 21 24 34 39 33 40 36 11 21 8 16 34 42 7 28 11 31 39 47 41 21 16 45 21 41 18 48 18
0 5 3 4 6 7 6 9 3 8 2 2 1 3 9 3 1 2 1 3 6 8 4 6 9 3 6 4 6 9 4 9 3 3 4 6 1 3 4 9 3 4 4 9 7 2 6 4 9 8 9 5 8 2 4 6 4 9 8 9 9 6 4 7 8 3 9 1 7 5 4 9 5 8 9 2 5 5 8 5 9 8 7 8 5 3 3 7 7 3 3 5 6 9 8 9 8 7 5 7
5 0 1 4 4 2 1 9 3 9 4 6 3 7 1 7 5 1 4 1 6 4 8 3 5 7 6 9 3 5 1 3 7 1 2 5 8 1 8 6 9 5 5 4 3 1 5 4 7 8 8 6 1 4 4 3 9 1 3 2 3 6 9 9 9 7 1 6 6 5 1 7 4 2 4 1 5 8 1 9 6 8 4 4 5 2 4 4 9 8 4 3 6 5 5 7 7 1 8 2
3 1 0 3 9 4 6 1 6 7 4 8 6 1 8 7 9 6 8 1 9 2 4 1 3 3 8 9 6 6 4 6 4 4 5 1 3 5 6 3 6 5 9 8 5 3 5 1 1 7 9 1 2 5 6 2 3 8 1 7 6 9 7 9 5 9 3 3 6 1 1 8 3 2 8 4 8 5 7 5 3 1 2 2 3 9 7 4 2 3 8 1 5 9 8 8 9 9 2 4
4 4 3 0 6 7 4 7 6 8 5 9 2 9 1 4 8 6 8 6 6 5 1 3 9 3 7 5 4 6 4 7 3 9 8 9 5 9 3 2 8 2 5 5 6 5 4 5 6 2 8 9 6 6 6 3 8 6 7 8 3 8 5 9 9 1 5 2 7 1 2 6 8 3 2 1 9 5 2 8 9 8 8 3 4 2 9 3 9 2 4 4 7 5 5 6 6 4 5 4
6 4 9 6 0 5 9 1 9 7 8 5 2 2 6 7 3 4 8 9 1 3 4 9 7 7 3 5 9 4 5 7 1 1 6 4 1 6 9 1 7 4 3 7 5 8 8 1 4 8 5 7 5 7 1 8 6 2 2 2 9 8 2 5 6 2 6 4 5 3 9 4 8 1 8 7 7 4 7 6 2 3 6 8 4 3 7 4 2 1 4 9 5 2 7 5 1 6 7 2
7 2 4 7 5 0 7 5 3 7 2 9 9 3 7 9 1 1 7 7 4 3 4 6 5 6 8 2 3 6 1 1 2 7 4 7 1 7 8 4 7 6 6 5 3 1 9 3 7 2 9 8 8 8 8 7 5 2 4 8 4 6 3 3 3 7 7 5 6 7 7 2 7 9 1 7 4 8 5 7 6 2 7 3 2 7 9 4 2 7 2 6 1 9 5 2 4 5 3 4
6 1 6 4 9 7 0 2 7 2 3 4 9 6 5 9 2 2 3 7 1 7 5 6 5 6 3 9 3 8 7 2 7 4 5 4 7 8 8 2 9 7 6 1 6 2 6 6 8 4 8 9 2 6 6 9 2 7 3 5 7 4 5 8 5 8 9 7 3 1 5 3 6 2 1 1 5 9 6 2 7 1 7 5 3 1 4 7 6 3 9 6 3 5 7 8 9 9 8 3
9 9 1 7 1 5 2 0 1 3 8 3 6 2 8 7 7 1 9 3 2 5 8 6 8 1 9 1 8 8 9 8 9 1 5 4 4 5 8 3 5 6 5 7 7 7 9 2 2 9 8 4 1 5 5 9 4 5 5 5 5 8 7 5 4 6 5 2 5 8 6 4 6 5 1 1 6 3 7 2 4 8 4 4 6 5 2 3 1 9 4 3 8 2 8 3 7 3 2 8
