100
0.4052080150765094 0.3943596205198817 0.9338248884625268 0.29039998405721745 0.2265282317458991 0.5714982509977545 0.27140743416867263 0.6817015264096311 0.8230636956696308 0.6434160809419942 0.26950706363837984 0.7680569413983424 0.2940854702668372 0.3323500033639304 0.17097384127254645 0.32155515006736746 0.7083334279103078 0.9075861161595448 0.04349805734918888 0.8011446690811319 0.335798829121722 0.5787358585473816 0.7145143703211849 0.41516383628835785 0.39943704832610716 0.5309508227164168 0.5217114413605402 0.3785256198402047 0.18027621782976289 0.5494229167310741 0.7728300867812762 0.9054033259869197 0.7704657723854476 0.7967125244002632 0.3802871093195914 0.4777713259441635 0.6496665362098429 0.9453292861689918 0.7363036143513455 0.4972784380724843 0.6787737497142217 0.3757600783458527 0.5733693157090463 0.04558871005998422 0.9645022189695872 0.9056810143815255 0.949856729094222 0.2997585588685787 0.6581382019310099 0.29308537312840366 0.6747271128351079 0.7904588891301233 0.35669510471741495 0.586814456811501 0.3805089106234414 0.5632785276381886 0.959645652998982 0.004669685319044992 0.3545770351628946 0.20922104952719411 0.27260614838017905 0.8226205927918204 0.006128834439788622 0.5181197646654652 0.8469718316513289 0.718482257296085 0.638744165265724 0.48911616238582456 0.756220092036153 0.8028127410105662 0.5227103930392829 0.8736530425913095 0.06047887307009181 0.5837936148430966 0.4708654463960221 0.4811616827900841 0.473427123151987 0.8197942047999625 0.6823982274085068 0.7311968899644207 0.013742401073942534 0.21671065643858223 0.2905074330452072 0.38506461181434004 0.9720336908515407 0.21756021139519333 0.29365690841473513 0.11395709366736373 0.9322531567065647 0.352126541354841 0.8497323787150436 0.8335168975994056 0.1292535244962244 0.9855472288749435 0.2709589068923661 0.4808951404653605 0.1161619346171896 0.051116626801057885 0.9496904475972279 0.025554742617646897
18 45 44 17 18 27 48 26 9 18 16 29 35 41 39 36 7 33 9 6 23 14 45 8 42 10 16 7 27 15 37 23 27 49 17 22 22 7 10 21 47 39 6 32 11 47 12 35 44 7 45 37 11 5 10 30 23 39 31 17 50 9 35 43 17 50 9 40 6 13 20 6 47 44 28 24 28 41 45 30 11 14 28 35 49 35 17 39 21 14 45 18 38 26 40 47 15 31 7 38
0 7 2 6 9 9 7 9 3 3 8 8 8 9 5 4 5 2 9 8 4 2 2 6 7 6 5 4 5 7 9 2 4 1 6 4 7 3 8 9 5 6 1 5 1 1 1 1 5 8 4 8 4 8 3 8 7 3 6 7 4 4 8 6 7 3 3 9 8 8 2 3 1 7 4 8 6 2 4 2 1 9 1 3 7 8 7 4 7 8 3 1 2 6 6 4 7 9 2 3
7 0 1 1 9 8 1 8 5 2 5 3 1 1 1 7 3 2 5 6 1 8 2 3 8 5 6 4 3 4 5 3 3 6 8 7 7 5 6 3 5 3 9 9 7 2 7 2 4 7 3 5 3 5 3 8 1 9 7 8 1 1 1 7 5 8 9 7 9 8 2 3 8 1 4 9 3 6 1 7 7 1 5 6 4 6 5 1 3 1 9 9 3 8 4 4 9 1 7 3
2 1 0 7 5 3 6 5 4 6 8 5 2 9 1 7 5 4 4 4 3 3 2 4 7 3 1 2 2 6 7 3 5 4 5 6 7 2 5 1 7 3 8 6 9 6 7 8 3 8 5 1 8 3 7 3 7 9 8 4 2 1 5 7 4 6 7 9 3 4 4 8 8 9 7 3 2 4 1 7 4 8 7 7 6 9 8 5 8 4 4 4 5 6 6 3 5 9 6 6
6 1 7 0 8 4 8 2 2 6 9 4 3 3 7 9 8 7 5 4 7 6 3 7 5 9 2 9 6 9 5 8 2 5 9 8 9 9 1 2 2 1 6 7 1 7 3 9 4 9 9 5 1 1 9 2 7 7 7 3 6 2 8 5 1 1 1 7 7 2 7 7 8 9 6 5 8 7 9 3 9 9 7 3 4 2 9 1 1 1 7 9 2 2 1 1 7 7 9 6
9 9 5 8 0 5 3 9 3 7 7 8 9 9 3 5 5 3 7 2 2 9 8 1 1 8 1 2 8 6 9 7 3 1 1 7 5 2 6 9 2 4 3 9 3 7 3 8 5 1 2 3 3 4 9 9 2 4 4 5 6 2 3 3 7 1 4 5 6 9 4 7 1 1 1 6 8 7 4 9 2 6 8 3 5 6 3 3 7 9 9 5 6 6 4 3 6 1 3 3
9 8 3 4 5 0 7 2 8 9 6 2 2 1 5 6 4 1 6 5 6 3 8 8 2 8 3 5 3 7 8 2 4 8 2 9 3 7 6 8 5 9 2 2 2 2 5 1 4 7 3 4 4 6 8 8 2 9 7 1 9 9 5 4 2 1 3 4 3 8 6 7 2 2 8 5 4 8 5 6 6 7 2 1 8 6 2 7 6 8 5 2 3 9 9 1 7 4 4 6
7 1 6 8 3 7 0 8 5 9 9 3 3 7 1 8 1 6 4 1 5 8 6 2 3 8 9 1 3 7 7 1 6 8 4 1 6 3 7 4 4 6 9 3 3 2 9 4 3 4 5 9 4 9 7 4 8 8 6 4 3 8 2 2 1 3 4 3 7 9 9 2 5 9 4 1 7 7 7 2 7 4 9 8 6 7 4 3 5 8 3 7 1 7 8 2 9 3 1 9
9 8 5 2 9 2 8 0 5 3 5 9 3 3 4 4 6 2 6 1 3 5 6 1 8 7 3 8 1 3 8 1 6 6 7 9 2 7 9 1 5 1 5 1 2 2 2 9 4 9 1 5 1 4 1 5 8 6 8 6 4 5 8 9 5 1 1 8 8 6 8 5 8 8 3 5 9 2 4 8 9 2 9 3 5 2 6 2 3 8 3 2 5 7 1 5 8 6 9 7
