100
0.8958529825823301 0.6774938660217974 0.6997891172299893 0.20846836715755312 0.10219086401622768 0.4240781950349254 0.5701690886433087 0.4703649369413859 0.4573534820187496 0.4729667311802521 0.22801944009519814 0.5507530002637775 0.24443733250393218 0.04642317360038173 0.5756552131349035 0.9982364387241092 0.0198655666353309 0.2909857441583965 0.6823449769388134 0.6557607124089846 0.7999403886468684 0.4130097053714341 0.5251507094383264 0.032820084236165226 0.4698361934610613 0.9415478039467403 0.7613260063197509 0.42118213487375666 0.9641874964877433 0.5881561990423605 0.5410269680862164 0.8801094924799674 0.8198364969781956 0.5280670765644082 0.4695186622574924 0.13992522344464042 0.5216105693310494 0.7963948107078154 0.4609919180980572 0.38510992681034395 0.1046577557252647 0.3189663928782446 0.14347491922223266 0.7883864551024333 0.8058548664345002 0.4765999203882739 0.5533995001916283 0.8043767439316145 0.42907974290367923 0.9474804628060977 0.6190344615440146 0.2786683492702804 0.6114390459114167 0.0014544478143337924 0.579660558905804 0.7247089079301187 0.927359334598411 0.4337263411539496 0.24653676002899627 0.23521326821323973 0.1819558603005561 0.70078305286725 0.6306688650524621 0.666310545943412 0.7460955066217788 0.38114739088154836 0.6905845249797172 0.9144791631046957 0.12501876997470984 0.28693025597237265 0.15360318003859785 0.21099243786699673 0.8791709540636815 0.6650464871569337 0.797945044612991 0.9202963849192153 0.2554063809961514 0.4191485072780441 0.5432223526407479 0.8706777193917853 0.7192458351110632 0.5960428959793133 0.2923024442687612 0.7164719248725034 0.3955960088215973 0.34339184755780783 0.031980968499891294 0.8267296127063379 0.9801329906471598 0.437829428534631 0.37302215082398094 0.6478028635340867 0.0652180078999901 0.8477220534688658 0.7516065800141537 0.4681963528272791 0.6532105816768345 0.7366444417992082 0.7252803931494732 0.693158113943285
49 5 28 7 11 48 17 31 19 24 38 34 50 13 42 26 47 38 14 22 42 28 42 19 28 39 41 39 8 38 50 26 30 31 7 25 10 20 32 47 6 47 39 26 17 7 49 40 19 18 50 49 45 47 12 14 13 32 40 21 50 13 9 40 20 20 34 15 6 47 16 32 11 45 5 30 45 50 20 48 34 28 37 6 12 37 26 42 42 9 46 22 47 41 5 6 42 34 27 9
0 2 2 1 9 3 1 5 2 4 4 9 1 6 9 7 2 5 2 6 1 2 9 4 5 5 9 5 6 6 6 1 4 5 4 1 3 3 2 2 6 9 8 5 2 9 2 5 5 8 1 7 7 5 3 1 3 4 7 4 7 7 6 6 3 6 5 8 4 7 5 9 8 5 8 5 9 8 1 9 8 1 3 1 3 2 2 2 6 2 3 6 1 6 9 9 7 3 2 3
2 0 5 1 8 3 6 2 2 5 7 6 7 7 4 9 5 3 6 8 3 9 5 1 3 5 3 5 2 8 1 4 3 6 2 7 6 7 5 7 7 5 7 6 2 9 4 8 7 7 8 7 2 8 9 5 5 5 5 5 2 2 7 4 7 3 9 8 8 6 7 4 2 2 5 6 1 3 7 7 3 8 4 5 5 2 5 5 6 6 4 1 3 5 6 8 1 7 1 9
2 5 0 2 3 1 9 8 2 2 7 6 5 8 6 7 7 5 5 8 4 3 1 6 4 7 9 4 5 9 2 9 2 3 7 6 2 2 4 1 2 4 8 7 2 2 4 4 6 3 5 4 7 1 6 7 5 7 4 8 9 4 1 4 4 1 2 7 1 9 2 1 1 4 3 7 8 2 6 9 6 3 3 3 6 3 6 7 9 7 2 9 5 3 2 1 8 4 1 1
1 1 2 0 6 8 2 2 6 5 2 3 8 3 1 5 9 6 3 8 2 6 3 4 9 3 8 3 3 3 3 9 6 2 9 1 6 9 3 4 7 7 3 7 4 3 4 7 6 4 6 5 7 9 9 1 6 5 1 2 3 8 9 6 6 7 6 3 9 9 5 4 5 3 5 4 1 8 5 7 8 4 1 3 2 1 3 3 3 6 3 5 1 6 5 9 8 7 5 9
9 8 3 6 0 2 1 8 6 8 7 4 8 3 4 8 3 5 6 7 6 6 6 4 3 3 3 9 2 4 3 4 1 8 2 3 5 5 4 8 9 8 2 4 9 5 6 2 7 5 2 7 9 5 9 8 3 6 1 7 9 2 1 6 7 9 7 4 1 1 9 2 9 9 6 5 4 5 2 4 3 9 3 7 7 7 7 3 5 4 3 7 5 8 4 5 3 8 6 2
3 3 1 8 2 0 5 4 3 8 4 9 3 9 8 1 2 2 9 1 3 9 1 7 7 4 2 4 6 9 9 1 5 7 9 7 9 5 3 7 7 3 3 5 1 5 6 4 4 6 6 8 9 5 6 4 3 7 2 1 5 7 3 8 1 1 9 5 9 1 8 7 7 5 9 1 5 3 6 6 8 4 8 5 9 8 5 8 5 5 9 3 7 8 6 8 4 5 4 5
1 6 9 2 1 5 0 1 3 6 7 6 7 9 7 9 8 4 9 7 7 7 4 4 8 6 1 5 2 9 9 4 2 6 2 6 1 9 7 4 8 5 8 1 3 6 6 5 8 8 8 3 4 3 2 2 2 1 5 3 2 1 4 3 9 4 9 4 8 2 7 9 1 1 4 6 6 8 4 1 8 2 8 7 1 6 9 4 7 2 5 9 6 4 1 9 4 8 4 3
5 2 8 2 8 4 1 0 9 8 6 5 7 6 7 1 8 8 4 1 6 2 1 8 1 9 1 1 3 8 5 3 7 9 8 3 2 9 9 2 1 6 6 2 9 9 9 4 7 3 5 6 4 6 1 4 1 5 5 7 8 5 1 5 6 4 7 8 5 9 9 5 1 4 5 9 7 2 5 8 9 4 8 3 2 8 6 4 4 1 6 5 5 9 8 6 8 3 3 8
